time,ecg
0.0,-0.033153980438540585
0.002,-0.02610286312738956
0.004,0.019666279766251495
0.006,0.008112693672052243
0.008,-0.005808264675705187
0.01,-0.008907457801202449
0.012,0.02818044684474728
0.014,-0.020468632522992074
0.016,-0.002450935918305779
0.018000000000000002,0.010469744577460974
0.02,-0.016842319244760005
0.022,0.008243736439605062
0.024,0.04094604585615722
0.026000000000000002,0.03365693063143324
0.028,0.034575578115431625
0.03,0.023591751172333975
0.032,0.04963876805486735
0.034,-0.007730677398686794
0.036000000000000004,0.03286916067057065
0.038,0.02204490992784517
0.04,0.022783343592718594
0.042,0.03853147019598625
0.044,0.026866279412878065
0.046,0.04667734198177187
0.048,0.01759126321230506
0.05,0.07104413035461743
0.052000000000000005,0.051770444761145715
0.054,0.06354792632239509
0.056,0.07130457378919865
0.058,0.04079281575462916
0.06,0.05832005477221862
0.062,0.12016899589000019
0.064,0.060265543488315275
0.066,0.06278866006998321
0.068,0.03760516794501248
0.07,0.06664417922565391
0.07200000000000001,0.09284493611609707
0.074,0.10119062464912992
0.076,0.11404226892768148
0.078,0.08041362274893987
0.08,0.07237779069059073
0.082,0.10717734329949043
0.084,0.06994175248656276
0.08600000000000001,0.07376721666848414
0.088,0.10572810431471341
0.09,0.09469052091652519
0.092,0.13253072347853145
0.094,0.11903156602096011
0.096,0.08247123150771912
0.098,0.1029024204798332
0.1,0.13749520314897418
0.10200000000000001,0.08131210171321201
0.10400000000000001,0.10294996617023046
0.106,0.09927644304706086
0.108,0.14073867019804526
0.11,0.09255031070342415
0.112,0.12595913301456005
0.114,0.13607072567850156
0.116,0.10934271632273936
0.11800000000000001,0.1279261183160859
0.12,0.12989225676276978
0.122,0.1272625587866292
0.124,0.08694312371592285
0.126,0.07930753185619183
0.128,0.11242326071385496
0.13,0.12430145293861167
0.132,0.06927771644006549
0.134,0.07841704717277292
0.136,0.1021070359210505
0.138,0.06509051962904727
0.14,0.05889752033049947
0.14200000000000002,0.05430739737352993
0.14400000000000002,0.04601746954527072
0.146,0.03271469643766363
0.148,0.04320387123196898
0.15,0.09861814140510021
0.152,0.07986003716164006
0.154,0.06239036804724812
0.156,-0.00453291623180618
0.158,0.05583372879156135
0.16,0.01724476630204141
0.162,0.018615086194367983
0.164,0.0034479775099710216
0.166,-0.031169657114311643
0.168,0.03030280119538445
0.17,-0.0165759457763842
0.17200000000000001,-0.004401756279239208
0.17400000000000002,0.010253466117432206
0.176,-0.017628183007811396
0.178,-0.04600950844408748
0.18,-0.05091406774683244
0.182,-0.04807511500152434
0.184,-0.04018201167403232
0.186,-0.05404064659686821
0.188,-0.03992020864453259
0.19,-0.0611329091419424
0.192,-0.036477108134337605
0.194,-0.011615843905375872
0.196,0.003514801606626053
0.198,0.03387231727560855
0.2,0.040323085302741105
0.202,0.01263667798611514
0.20400000000000001,0.08878411371659406
0.20600000000000002,0.15401791091056588
0.20800000000000002,0.11106654622201836
0.21,0.2368932126823352
0.212,0.270374148782944
0.214,0.3383096983436235
0.216,0.37812603329906946
0.218,0.44218393855460303
0.22,0.4905905185994073
0.222,0.5306694966049681
0.224,0.5538503578091779
0.226,0.6535670890853743
0.228,0.719262982607555
0.23,0.7532786446572909
0.232,0.7492307478935117
0.234,0.8139566974272016
0.23600000000000002,0.8872091322670081
0.23800000000000002,0.9082553570064233
0.24,0.957940963999905
0.242,0.9747980924995787
0.244,0.988063419566121
0.246,0.9845460588368351
0.248,1.0075469964194208
0.25,1.071837566032513
0.252,1.0369891170581476
0.254,0.9871326362405679
0.256,0.9984015092647494
0.258,0.9551216214678009
0.26,0.9644321565179776
0.262,0.9088331443662108
0.264,0.9228721439255191
0.266,0.8133289184561362
0.268,0.8039738372135536
0.27,0.7905114534242613
0.272,0.7298737963230061
0.274,0.7164168992277665
0.276,0.6390276415656548
0.278,0.6243967105854112
0.28,0.5499604561923452
0.28200000000000003,0.5058213882407574
0.28400000000000003,0.44503310157536957
0.28600000000000003,0.4471250854759383
0.28800000000000003,0.3647104281118015
0.29,0.29866213801117103
0.292,0.3241196188954962
0.294,0.2531636389612031
0.296,0.20362887156630366
0.298,0.17868806225035477
0.3,0.10415450710819574
0.302,0.13545273773504823
0.304,0.09189081989407594
0.306,0.10651655092104287
0.308,0.07189988513751384
0.31,0.049388559515474474
0.312,0.06844995761465568
0.314,0.03831800990094404
0.316,0.05988517774171667
0.318,0.06905077258218147
0.32,0.04592214980775592
0.322,0.0423009112718857
0.324,0.017830149326772127
0.326,0.05571189478190311
0.328,0.015412237717644786
0.33,0.009952048188749528
0.332,0.059652947563061866
0.334,0.05524812045126476
0.336,0.018470158036285555
0.338,0.040568404687470555
0.34,0.00950856141967326
0.342,0.05103197705034143
0.34400000000000003,0.07175136777956147
0.34600000000000003,0.02572647581191988
0.34800000000000003,0.04068841857512954
0.35000000000000003,0.010152250494497111
0.352,0.03352071909126594
0.354,0.04981008965290115
0.356,0.03456712973717059
0.358,0.033563612082901394
0.36,0.017580832255828037
0.362,0.028459091170081115
0.364,0.05010410592416014
0.366,0.020707100937509704
0.368,0.059224778017098155
0.37,0.04243618923005679
0.372,0.03995486940964239
0.374,0.063630503997909
0.376,0.03783288398490168
0.378,0.038444010704344174
0.38,0.04258829010937501
0.382,0.05183368254198602
0.384,0.06721724577603488
0.386,0.027826018882642217
0.388,0.06198257167158058
0.39,0.07220006478571235
0.392,0.04648434413789938
0.394,0.09058338715716902
0.396,0.029503096154818786
0.398,0.034458836706153954
0.4,0.018432561717538914
0.402,0.03315142453751501
0.404,0.061607598225271336
0.406,0.04591754186140164
0.40800000000000003,0.03963356664949369
0.41000000000000003,0.026023997253113683
0.41200000000000003,0.03247047866030127
0.41400000000000003,0.03931797123202675
0.41600000000000004,0.03498457437380083
0.418,0.0493295919825588
0.42,0.04832736981908262
0.422,0.042989029199313245
0.424,0.03153347206501302
0.426,0.050048232853457233
0.428,-0.0028539920779174555
0.43,0.07036116118991326
0.432,0.048077438278007846
0.434,0.0741838022369292
0.436,0.06712959073082611
0.438,0.06789442236468553
0.44,0.03711236459472982
0.442,0.041618714912336686
0.444,0.08054960184686516
0.446,0.07669962625105423
0.448,0.02198926404131796
0.45,0.05267278746046081
0.452,0.029269273529148074
0.454,0.04199239633428166
0.456,0.053259810854868805
0.458,0.02813600779850296
0.46,0.030403346585241933
0.462,0.041299685352618395
0.464,0.02169606312336716
0.466,0.02609671183704191
0.468,0.05470940171103323
0.47000000000000003,0.023293807073354447
0.47200000000000003,0.04525766318964678
0.47400000000000003,0.06821132022517033
0.47600000000000003,0.04131445163301862
0.47800000000000004,0.05804878498312602
0.48,-0.00914664157388365
0.482,-0.003445135334274485
0.484,-0.00015114949869146285
0.486,0.022462327230869127
0.488,0.024931077033658593
0.49,0.049230253722304676
0.492,0.01426604877770856
0.494,0.026514543017314627
0.496,0.001577945216417572
0.498,0.05252880587863409
0.5,-0.015713526495504504
0.502,-0.016791285099642082
0.504,0.03722800885444256
0.506,-0.013518504838346337
0.508,-0.004836620653721833
0.51,-0.017510365357521422
0.512,0.02488874429351498
0.514,-0.0428045818282592
0.516,0.0052593655118193736
0.518,-0.013820779463732676
0.52,0.0013276184302448354
0.522,0.005095646423419906
0.524,0.008230407009437085
0.526,-0.004127769979787324
0.528,-0.006220040351633198
0.53,-0.062203085233673835
0.532,-0.007802737920893685
0.534,0.009784859444080751
0.536,-0.01092401683667392
0.538,-0.04931449347542361
0.54,-0.013778280179318633
0.542,-0.028412571327998397
0.544,-0.052840053457005334
0.546,-0.08180392517401847
0.548,-0.056568045476248115
0.55,-0.054758417795870554
0.552,-0.08838701932029686
0.554,-0.10766150240205269
0.556,-0.08711718925230913
0.558,-0.06885538480759763
0.56,-0.07785507755868146
0.562,-0.057167331014813055
0.5640000000000001,-0.0684977290555833
0.5660000000000001,-0.03824199849332774
0.5680000000000001,-0.054128862901802216
0.5700000000000001,-0.08768390678877958
0.5720000000000001,-0.06345069621629384
0.5740000000000001,-0.09794587328251031
0.5760000000000001,-0.09781438145117508
0.578,-0.12820083163126098
0.58,-0.0837392416565127
0.582,-0.07280842799735346
0.584,-0.07685751577942274
0.586,-0.09171547047764059
0.588,-0.10631721131473361
0.59,-0.11143298477535878
0.592,-0.10790276648726746
0.594,-0.09077834454757572
0.596,-0.10109894578553913
0.598,-0.11493464628315078
0.6,-0.11150863760611558
0.602,-0.09136412290430886
0.604,-0.0832480531878067
0.606,-0.08728577704990406
0.608,-0.11567153455476789
0.61,-0.08834896579990315
0.612,-0.11007860470340428
0.614,-0.11255211771753595
0.616,-0.08744495752564456
0.618,-0.09387031320050371
0.62,-0.1331067480234989
0.622,-0.08696757960614412
0.624,-0.08903470828301613
0.626,-0.0841692879163075
0.628,-0.04902765693554534
0.63,-0.03290871223340912
0.632,-0.08852242738405343
0.634,-0.11558545156045391
0.636,-0.059876199951691245
0.638,-0.07255719565602062
0.64,-0.060215602534629
0.642,-0.0634733513188438
0.644,-0.06093120143797737
0.646,-0.09130325542901202
0.648,-0.04885095613915407
0.65,-0.06380417132260052
0.652,-0.05084867640386293
0.654,-0.0388514555290865
0.656,-0.036062675924801536
0.658,-0.04220927528256389
0.66,-0.03549564598041072
0.662,-0.02908000228193846
0.664,-0.014866003497305935
0.666,-0.035485421213776354
0.668,-0.037850304710305704
0.67,-0.01763952663645168
0.672,-0.053883100157107316
0.674,0.0011635592658691962
0.676,-0.018742873705041255
0.678,-0.023984149230683774
0.68,0.037930489272389435
0.682,-0.026294139378776525
0.684,-0.005884075669439777
0.686,-0.03542667950946878
0.6880000000000001,-0.01210928056569821
0.6900000000000001,0.0008798173852693908
0.6920000000000001,0.02786762930627925
0.6940000000000001,0.008786656525057147
0.6960000000000001,-0.0234315216754558
0.6980000000000001,5.9922567213904765e-06
0.7000000000000001,-0.0037776280395613315
0.7020000000000001,-0.002234923818806866
0.704,-0.000886372154722391
0.706,0.005650788935451994
0.708,-0.0014001589226966989
0.71,0.02590450529797196
0.712,0.023922621442616514
