time,ecg
0.0,-0.0020304983753548717
0.002,-0.01955790419500952
0.004,0.02098309031166447
0.006,-0.025850127763038275
0.008,0.005517764987905432
0.01,-0.016070943736771575
0.012,-0.030917755669274644
0.014,-0.029178147469713683
0.016,-0.021821449614730006
0.018000000000000002,-0.0321788286243656
0.02,0.02273500064790904
0.022,0.016535735375315736
0.024,0.02003570741357523
0.026000000000000002,0.022476427179052978
0.028,0.02790927571190454
0.03,0.023557041983763696
0.032,0.0028275049615447377
0.034,0.001652802805091596
0.036000000000000004,0.03762926219202553
0.038,0.02995451457517776
0.04,0.009487132675274176
0.042,0.02874082257078371
0.044,0.0410034088858067
0.046,0.07249880543569234
0.048,0.01464328533971113
0.05,0.03165618054667555
0.052000000000000005,0.0002166143131478379
0.054,0.07553784713860848
0.056,0.059283943491834655
0.058,0.06412727183290003
0.06,0.11916209475053088
0.062,0.06152350760682858
0.064,0.08162755366214004
0.066,0.06147860239194376
0.068,0.07783252080072989
0.07,0.03164953844378977
0.07200000000000001,0.053079038882284595
0.074,0.0869595869817737
0.076,0.08824697241414232
0.078,0.11737073064702738
0.08,0.10172119588211126
0.082,0.07905492553939467
0.084,0.09400318316647903
0.08600000000000001,0.10957908539532768
0.088,0.06808553107544485
0.09,0.07807509173121974
0.092,0.14777818594505257
0.094,0.1342701463099373
0.096,0.15126683508347286
0.098,0.14101822579043544
0.1,0.14787007502996774
0.10200000000000001,0.08374566499398643
0.10400000000000001,0.12447767877765925
0.106,0.1570123005338123
0.108,0.10374607115015451
0.11,0.1325412320378135
0.112,0.12496229584298026
0.114,0.1351178851139694
0.116,0.12507338971036652
0.11800000000000001,0.08505380271729289
0.12,0.10436440779428274
0.122,0.1047658215432155
0.124,0.12367041571397949
0.126,0.10783441168892513
0.128,0.08984214246223315
0.13,0.1152443385966425
0.132,0.09404794599089825
0.134,0.0874954450511061
0.136,0.06088862135264468
0.138,0.09482580063297388
0.14,0.07293016075074257
0.14200000000000002,0.06177016265373757
0.14400000000000002,0.05291479135516566
0.146,0.04833679638451058
0.148,0.06374339367344953
0.15,0.03159366803013314
0.152,0.024955268666747053
0.154,0.025604934787846916
0.156,0.011341038949633439
0.158,0.010506691303580309
0.16,0.027633765798166735
0.162,-0.017863501816789668
