time,ecg
0.0,-0.0036013540894512864
0.002,0.014272610038945543
0.004,-0.003780883336221378
0.006,0.023995406329580252
0.008,0.0011134388642210589
0.01,-0.01891586950058323
0.012,-0.033873377423048516
0.014,0.00336474771469572
0.016,0.012082399862558137
0.018000000000000002,0.017252790058117237
0.02,-0.018610242167148686
0.022,0.01188248845454623
0.024,-0.017398772461082394
0.026000000000000002,0.018212806178040518
0.028,-0.04504584203464649
0.03,0.024172843166015905
0.032,0.0044851614475248484
0.034,0.019542413185342812
0.036000000000000004,0.03359738455645247
0.038,0.044727448653070656
0.04,0.04455688858168059
0.042,0.0343983591255371
0.044,0.01409538898826883
0.046,0.05663479106516377
0.048,0.024911266811759907
0.05,0.03655588778476422
0.052000000000000005,0.0016899246149067598
0.054,0.046108332405120966
0.056,0.05832222185972297
0.058,0.054590268616400164
0.06,0.07617399225905258
0.062,0.0448761460913481
0.064,0.08609619696700105
0.066,0.07029387076746238
0.068,0.06873481942042353
0.07,0.05242074376593788
0.07200000000000001,0.11113054803390725
0.074,0.12019104074717854
0.076,0.09628801793011921
0.078,0.12287580628500835
0.08,0.0748796521164651
0.082,0.12187687552008838
0.084,0.08735860084808218
0.08600000000000001,0.12382958463076356
0.088,0.11056862275989784
0.09,0.12072439633294857
0.092,0.1255462912009926
0.094,0.14450479163833127
0.096,0.08910098018757
0.098,0.09478293966358348
0.1,0.12487672579912261
0.10200000000000001,0.10740289322496022
0.10400000000000001,0.12532570926329625
0.106,0.11073441715077362
0.108,0.12113662738365749
0.11,0.12665397331872547
0.112,0.07220272472781789
0.114,0.10502349318545873
0.116,0.0917827615901228
0.11800000000000001,0.10909707692028965
0.12,0.11442937863104322
0.122,0.10182163283813281
0.124,0.046508357233916234
0.126,0.07576403034448215
0.128,0.12679901214287373
0.13,0.09680576297693105
0.132,0.09488024300918438
0.134,0.06226542706486807
0.136,0.09736808848471695
0.138,0.10892871217340067
0.14,0.07417214090792523
0.14200000000000002,0.053329885976213555
0.14400000000000002,0.035266218307684005
0.146,0.07108031591243286
0.148,0.0688398648222225
0.15,0.021028218308528857
0.152,0.018400550401779854
0.154,0.052421367843653546
0.156,0.021927898786352408
0.158,0.011706254155808019
0.16,0.018905021509462962
0.162,0.006289748794117278
0.164,0.034214454562661215
0.166,-0.004062570494046697
0.168,0.010219481524145965
0.17,0.013139788695967235
0.17200000000000001,-0.0053130124084793465
0.17400000000000002,-0.042798776159987645
0.176,-0.03674686777810391
0.178,-0.045220955696760275
0.18,-0.04984338812544669
0.182,-0.07309301988862649
0.184,-0.05688490867255486
0.186,-0.050309086958450974
0.188,-0.0574877164291632
0.19,-0.0609540977750188
0.192,0.025935330484296186
0.194,-0.053197994257175626
0.196,-0.020317818835239757
0.198,0.014971807824740196
0.2,0.031158954641906274
0.202,0.091370591227623
0.20400000000000001,0.09473333058051928
0.20600000000000002,0.11823726464215466
0.20800000000000002,0.17141628518482577
0.21,0.20367441686963583
0.212,0.27812516642548196
0.214,0.296192599264775
0.216,0.3634014873570849
0.218,0.3918255213585012
0.22,0.4997820117589206
0.222,0.48647143215017596
0.224,0.5965303520476308
0.226,0.5871098671670022
0.228,0.6894079420064185
0.23,0.7393056550962931
